idea_id,idea_description,industry,sub_industry,problem,target_audience,solution,technology,business_model,revenue_model,geographic_market,market_need,competition_level,source,source_url
IDEA-00422,"[DERIVED] Tractive is a real, publicly-recorded DeepTech company (category tags: Gps|Hardware + Software|Pets|Tracking) headquartered in Austria.",DeepTech,Gps|Hardware + Software|Pets|Tracking,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Austria,Unknown - no external source,Low (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00423,"[DERIVED] VHSquared is a real, publicly-recorded HealthTech company (category tags: Health Care) headquartered in United Kingdom.",HealthTech,Health Care,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United Kingdom,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00424,"[DERIVED] FarmersWeb is a real, publicly-recorded E-commerce company (category tags: E-Commerce) headquartered in United States.",E-commerce,E-Commerce,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00425,"[DERIVED] Core Stix is a real, publicly-recorded DeepTech company (category tags: Hardware + Software) headquartered in United States.",DeepTech,Hardware + Software,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00426,"[DERIVED] Xecced is a real, publicly-recorded FinTech company (category tags: Finance) headquartered in United Kingdom.",FinTech,Finance,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United Kingdom,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00427,"[DERIVED] Convoq Inc. is a real, publicly-recorded SaaS company (category tags: Software) headquartered in United States.",SaaS,Software,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00428,"[DERIVED] Tripalocal is a real, publicly-recorded TravelTech company (category tags: Travel) headquartered in Australia.",TravelTech,Travel,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Australia,Unknown - no external source,Low (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00429,"[DERIVED] Game Time Tickets is a real, publicly-recorded Media & Entertainment company (category tags: Entertainment) headquartered in United States.",Media & Entertainment,Entertainment,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00430,"[DERIVED] Adapteva is a real, publicly-recorded DeepTech company (category tags: Internet|Mobile|Semiconductors) headquartered in United States.",DeepTech,Internet|Mobile|Semiconductors,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00431,"[DERIVED] HealthScripts of America is a real, publicly-recorded HealthTech company (category tags: Biotechnology) headquartered in United States.",HealthTech,Biotechnology,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00432,"[DERIVED] Acccess Technology Solutions is a real, publicly-recorded E-commerce company (category tags: E-Commerce) headquartered in United States.",E-commerce,E-Commerce,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00433,"[DERIVED] Sumbola is a real, publicly-recorded Media & Entertainment company (category tags: Content Creators|Crowdsourcing|Curated Web|Music|Publishing|Social Media|Writers) headquartered in Canada.",Media & Entertainment,Content Creators|Crowdsourcing|Curated Web|Music|Publishing|Social Media|Writers,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Canada,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00434,"[DERIVED] Tjobs S.A. is a real, publicly-recorded HRTech company (category tags: Enterprise Software|Recruiting) headquartered in Romania (non-standard code).",HRTech,Enterprise Software|Recruiting,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Romania (non-standard code),Unknown - no external source,Low (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00435,"[DERIVED] Angel Medical Systems is a real, publicly-recorded HealthTech company (category tags: Health Care) headquartered in United States.",HealthTech,Health Care,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00436,"[DERIVED] END is a real, publicly-recorded HealthTech company (category tags: Fitness) headquartered in United States.",HealthTech,Fitness,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00437,"[DERIVED] Cryptmint is a real, publicly-recorded FinTech company (category tags: Bitcoin|QR Codes) headquartered in United States.",FinTech,Bitcoin|QR Codes,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00438,"[DERIVED] Telefonica is a real, publicly-recorded MarTech company (category tags: Networking|Public Relations|Telecommunications) headquartered in Spain.",MarTech,Networking|Public Relations|Telecommunications,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Spain,Unknown - no external source,Medium (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00439,"[DERIVED] Massive is a real, publicly-recorded Media & Entertainment company (category tags: Games) headquartered in an unspecified country.",Media & Entertainment,Games,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,,Unknown - no external source,Unknown,"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00440,"[DERIVED] ZeeVee is a real, publicly-recorded DeepTech company (category tags: Hardware + Software) headquartered in United States.",DeepTech,Hardware + Software,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00441,"[DERIVED] Alliant Resources Group is a real, publicly-recorded FinTech company (category tags: Distribution|Financial Services|Insurance) headquartered in United States.",FinTech,Distribution|Financial Services|Insurance,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00442,"[DERIVED] YiBai-shopping is a real, publicly-recorded FinTech company (category tags: Finance|FinTech) headquartered in an unspecified country.",FinTech,Finance|FinTech,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,,Unknown - no external source,Unknown,"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00443,"[DERIVED] Odyssey Mobile Interaction is a real, publicly-recorded MarTech company (category tags: Advertising|App Marketing|iPad|Mobile) headquartered in United Kingdom.",MarTech,Advertising|App Marketing|iPad|Mobile,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United Kingdom,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00444,"[DERIVED] Aunt Bertha is a real, publicly-recorded HRTech company (category tags: Charities|Employment|Services|Software) headquartered in United States.",HRTech,Charities|Employment|Services|Software,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00445,"[DERIVED] Ascend Health is a real, publicly-recorded HealthTech company (category tags: Health Care|Hospitals|Medical) headquartered in United States.",HealthTech,Health Care|Hospitals|Medical,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00446,"[DERIVED] Blue Marble Energy is a real, publicly-recorded HealthTech company (category tags: Biotechnology|Recycling) headquartered in United States.",HealthTech,Biotechnology|Recycling,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00447,"[DERIVED] Miami Instruments is a real, publicly-recorded DeepTech company (category tags: Hardware + Software) headquartered in United States.",DeepTech,Hardware + Software,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00448,"[DERIVED] sones is a real, publicly-recorded SaaS company (category tags: Cloud Computing|Databases|Enterprises|Internet|Search|Software|Storage) headquartered in Germany.",SaaS,Cloud Computing|Databases|Enterprises|Internet|Search|Software|Storage,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Germany,Unknown - no external source,Medium (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00449,"[DERIVED] Actifile is a real, publicly-recorded Cybersecurity company (category tags: Information Security|Software) headquartered in Israel.",Cybersecurity,Information Security|Software,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Israel,Unknown - no external source,Medium (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00450,"[DERIVED] TalentSoft is a real, publicly-recorded SaaS company (category tags: Software) headquartered in France.",SaaS,Software,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,France,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00451,"[DERIVED] FluorO2 Therapeutics is a real, publicly-recorded HealthTech company (category tags: Biotechnology|Medical) headquartered in United States.",HealthTech,Biotechnology|Medical,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00452,"[DERIVED] Visual Software Systems Ltd. is a real, publicly-recorded SaaS company (category tags: |Software|) headquartered in United Kingdom.",SaaS,|Software|,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United Kingdom,Unknown - no external source,High (dataset-derived),"Kaggle: startup-investments-crunchbase (unique to this source) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/arindam235/startup-investments-crunchbase
IDEA-00453,"[DERIVED] ieCrowd is a real, publicly-recorded SaaS company (category tags: Curated Web) headquartered in United States.",SaaS,Curated Web,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00454,"[DERIVED] Alorica is a real, publicly-recorded SaaS company (category tags: Software) headquartered in United States.",SaaS,Software,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00455,"[DERIVED] TheOfficialBoard is a real, publicly-recorded SaaS company (category tags: Contact Management|Curated Web|Web Tools) headquartered in France.",SaaS,Contact Management|Curated Web|Web Tools,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,France,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00456,"[DERIVED] Connotate is a real, publicly-recorded SaaS company (category tags: Analytics|Big Data|Business Intelligence|Data Mining|Enterprises) headquartered in United States.",SaaS,Analytics|Big Data|Business Intelligence|Data Mining|Enterprises,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00457,"[DERIVED] DriveWealth is a real, publicly-recorded FinTech company (category tags: Finance Technology|Financial Services|FinTech|Personal Finance|Social Investing|Wealth Management) headquartered in United States.",FinTech,Finance Technology|Financial Services|FinTech|Personal Finance|Social Investing|Wealth Management,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00458,"[DERIVED] Boingo Wireless is a real, publicly-recorded SaaS company (category tags: Software|Telecommunications) headquartered in United States.",SaaS,Software|Telecommunications,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00459,"[DERIVED] Earth Networks is a real, publicly-recorded CleanTech company (category tags: Clean Technology) headquartered in United States.",CleanTech,Clean Technology,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00460,"[DERIVED] PaySpan, Inc. is a real, publicly-recorded FinTech company (category tags: Health Care|Information Technology|Payments|Services|Software) headquartered in United States.",FinTech,Health Care|Information Technology|Payments|Services|Software,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00461,"[DERIVED] Moooton is a real, publicly-recorded E-commerce company (category tags: B2B|E-Commerce|Wine And Spirits) headquartered in an unspecified country.",E-commerce,B2B|E-Commerce|Wine And Spirits,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,,Unknown - no external source,Unknown,"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00462,"[DERIVED] Inflection Biosciences is a real, publicly-recorded HealthTech company (category tags: Biotechnology|Development Platforms|Search) headquartered in Ireland.",HealthTech,Biotechnology|Development Platforms|Search,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Ireland,Unknown - no external source,Medium (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00463,"[DERIVED] SeekSherpa is a real, publicly-recorded TravelTech company (category tags: Leisure|Local|Marketplaces|Travel & Tourism) headquartered in India.",TravelTech,Leisure|Local|Marketplaces|Travel & Tourism,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,India,Unknown - no external source,Medium (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00464,"[DERIVED] Singspiel is a real, publicly-recorded EdTech company (category tags: Education|Internet|Mobile|Music) headquartered in Canada.",EdTech,Education|Internet|Mobile|Music,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Canada,Unknown - no external source,Medium (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00465,"[DERIVED] EasyProperty is a real, publicly-recorded PropTech company (category tags: Online Rental|Property Management|Real Estate|Rental Housing) headquartered in United Kingdom.",PropTech,Online Rental|Property Management|Real Estate|Rental Housing,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United Kingdom,Unknown - no external source,Medium (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00466,"[DERIVED] Jampp is a real, publicly-recorded MarTech company (category tags: App Marketing|Apps|Facebook Applications|Games|Mobile|Mobile Advertising|Social Games|Video Games) headquartered in United Kingdom.",MarTech,App Marketing|Apps|Facebook Applications|Games|Mobile|Mobile Advertising|Social Games|Video Games,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United Kingdom,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00467,"[DERIVED] ArrayComm is a real, publicly-recorded SaaS company (category tags: Software) headquartered in United States.",SaaS,Software,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00468,"[DERIVED] Unchained Labs is a real, publicly-recorded HealthTech company (category tags: Biotechnology|Services) headquartered in United States.",HealthTech,Biotechnology|Services,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00469,"[DERIVED] Klarna is a real, publicly-recorded FinTech company (category tags: Fintech) headquartered in Sweden.",FinTech,Fintech,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Sweden,Unknown - no external source,Low (dataset-derived),"User-supplied: Startups & Funding Dataset 2024-2025 (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/sufya6/startups-and-funding-dataset-20242025
